depression,headache,blood_pressure,sleep_quality,safety,basic_needs,academic_performance,teacher_student_relationship,future_career_concerns,bullying,mental_stress_index,physical_health_index,academic_stress_index,environment_quality_index,comprehensive_stress_index,stress_level
0.44578875438575905,0.12178179359387224,-0.9827076298239907,-1.0626855906351433,-0.31052214348341417,-1.1651694739162808,-0.30503522086919566,-0.29299099629425945,1.0867616640993178,0.0659486679480617,2.0452191585554638,-2.6176571821094274,1.2806788068294885,-1.2608447569136612,1.6812126547185648,1.0
1.0095804143442189,0.12178179359387224,-0.9827076298239907,-1.0626855906351433,-0.31052214348341417,-1.1651694739162808,-1.1351943662727026,-0.29299099629425945,0.1104924811688722,0.0659486679480617,2.521507059866759,-0.8751361271935639,2.3919575482441484,-2.5048553532348734,2.205232997259314,
1.1975109676637055,2.16202223172498,2.2677868380553634,-1.8615576255531707,-1.14854215413949,-1.1651694739162808,-1.1351943662727026,-1.9803052160245929,2.063030847029763,2.901741389714719,4.534654415992789,-4.585509127700631,5.601884693046639,-5.849426700753657,5.163969996547348,1.0
-0.493864012211674,-0.8983384254716819,0.6425396041156863,0.5350584792009115,0.5274978671726617,0.49384666444133757,1.3552830699378182,0.5506661135709073,-0.8657767017615734,-0.8793155726408239,-1.972287258097336,2.6139886891659767,-3.589566628780016,3.7334776568525987,-2.5492633618326512,2.0
2.5130248409001115,2.16202223172498,2.2677868380553634,-1.8615576255531707,-1.9865621647955658,-1.99467754309509,-1.9653535116762095,-1.1366481061594262,2.063030847029763,2.901741389714719,7.544129454064992,-6.328030182616494,5.174655059508546,-7.5076897084784004,6.387209558594339,
0.6337193077052456,1.1419020126594264,-0.9827076298239907,-1.0626855906351433,-0.31052214348341417,-0.33566140473747164,-0.30503522086919566,-1.1366481061594262,1.0867616640993178,0.0659486679480617,1.694335046897704,-3.637777401174982,2.538067585771087,-1.6846123561662059,1.997115246657719,
3.0768165008585715,2.16202223172498,2.2677868380553634,-1.8615576255531707,-1.9865621647955658,-1.99467754309509,-1.9653535116762095,-1.9803052160245929,2.063030847029763,2.901741389714719,6.62273275706246,-4.585509127700631,5.174655059508546,-7.5169547805885415,5.850338898467214,0.0
-0.11800290557270077,-0.8983384254716819,0.6425396041156863,0.5350584792009115,1.3655178778287373,1.3233547336201468,1.3552830699378182,0.5506661135709073,-0.8657767017615734,-0.8793155726408239,-1.717695200686002,1.7427281617080452,-2.3321778498384167,2.903719471934918,-1.9504388672477202,2.0
-1.0576556721701338,-0.8983384254716819,0.6425396041156863,0.5350584792009115,0.5274978671726617,0.49384666444133757,0.5251239245343112,1.394323223436074,-0.8657767017615734,-0.8793155726408239,-3.2836663909078467,1.7427281617080452,-1.5020187044349096,2.4894670605313864,-2.411556582221998,1.0
1.0095804143442189,1.1419020126594264,-0.9827076298239907,-1.0626855906351433,-1.14854215413949,-1.1651694739162808,-0.30503522086919566,-0.29299099629425945,1.0867616640993178,0.0659486679480617,1.817671466338291,-3.637777401174982,2.538067585771087,-3.3428753638909496,2.528808020745329,
