Overall_Stress_Index,Academic_Stress_Index,Health_Index,Environment_Stress_Index,Social_Stress_Index,Cognitive_Index,Anxiety_Tension,Heart_Palpitations,Work_Environment_Stress,Sleep_Problems,Irritability,Headaches,Home_Environment_Stress,Class_Attendance,Weight_Changes,Academic_Confidence_Lack,Age,Subject_Choice_Confidence_Lack,No_Relaxation_Time,Peer_Competition,Recent_Stress,Professor_Difficulties,Activity_Conflict,Health_Issues,Loneliness,Stress_Type
-0.33585891451049676,-0.676579215136879,0.6025030586816686,-0.5406404282125323,-0.9492211343403048,-0.24408992589235715,-0.6411097331742487,1.113041359723339,-1.2453767921870103,1.7481522332304076,-1.2960335096122295,-0.49667113505707045,-1.1342500905108708,-1.8793010314266547,-0.3584885719585767,-0.45149766804360253,-0.013116605100269315,-1.2579801416641088,1.1892621985426146,-1.2203517384253595,0.002092196724146067,0.4624732150335998,0.1926540279847584,0.3595918945657173,-1.1906179615096777,1
-1.8566954316045776,-0.33586459246042194,-0.7915776690456332,-1.2964611263604011,0.34037341239438845,-0.24408992589235715,-0.6411097331742487,0.21857628227169473,-0.4088408273952577,-1.410888136787242,-1.2960335096122295,-1.2866593744025616,-1.1342500905108708,0.6168924079000312,-0.3584885719585767,0.3252626057538604,-0.013116605100269315,-0.4917393472834413,-1.2168530815488035,-0.39866123084342825,-0.8797687225033415,0.4624732150335998,-1.391807880221596,-1.2358605639548077,-0.39530025821914017,1
0.678032096885557,0.004850030216035112,-0.3268840931365324,-0.9185507772864666,0.6627720490780618,-1.3130136013586273,-0.6411097331742487,1.113041359723339,-0.4088408273952577,-0.6211280442828295,0.9880562087217972,0.2933171042884209,-1.1342500905108708,-1.0472365516510926,-1.257910792676077,1.1020228795513234,-0.013116605100269315,-1.2579801416641088,-0.4148146548516641,2.0664102919023657,1.7658140351791212,-0.3741467855529334,-1.391807880221596,-0.4381343346945452,0.40001744507139747,1
0.678032096885557,-0.676579215136879,0.6025030586816686,-1.2964611263604011,0.017974775710715145,-0.7785517636254922,-0.6411097331742487,1.113041359723339,-1.2453767921870103,-0.6211280442828295,0.9880562087217972,0.2933171042884209,-1.1342500905108708,1.4489568876755932,0.5409336487589237,-0.45149766804360253,-0.013116605100269315,-1.2579801416641088,-0.4148146548516641,-0.39866123084342825,0.002092196724146067,-1.2107667861394666,-1.391807880221596,-0.4381343346945452,1.195335148361935,1
0.678032096885557,-0.676579215136879,-0.7915776690456332,-0.5406404282125323,-1.271619771023978,0.2903719118407779,-0.6411097331742487,0.21857628227169473,0.42769513739649495,-0.6211280442828295,0.9880562087217972,1.0833053436339122,-0.33810285795411477,-1.0472365516510926,-0.3584885719585767,-0.45149766804360253,-0.013116605100269315,1.0407422414778933,-1.2168530815488035,-0.39866123084342825,0.002092196724146067,-0.3741467855529334,-0.5995769261184188,-1.2358605639548077,-1.1906179615096777,1
0.4245593440365438,0.004850030216035112,0.6025030586816686,-0.5406404282125323,-0.30442386097295815,-0.24408992589235715,0.3844225345029652,1.113041359723339,0.42769513739649495,-0.6211280442828295,0.9880562087217972,0.2933171042884209,-0.33810285795411477,0.6168924079000312,1.440355869476424,0.3252626057538604,-0.013116605100269315,-0.4917393472834413,-1.2168530815488035,0.4230292767385031,0.002092196724146067,-0.3741467855529334,0.9848849820879356,-1.2358605639548077,-0.39530025821914017,1
0.4245593440365438,0.004850030216035112,0.13780948277256785,0.5930906190092705,0.985170685761735,-0.7785517636254922,-0.6411097331742487,-0.6758887951799497,1.2642311021882475,0.9583921407259952,0.9880562087217972,0.2933171042884209,0.4580443746026412,-0.21517207187553072,-0.3584885719585767,1.1020228795513234,-0.013116605100269315,0.27450144709722596,-0.4148146548516641,0.4230292767385031,-0.8797687225033415,1.299093215620133,0.1926540279847584,1.1573181238259798,-0.39530025821914017,1
-0.08238616166148346,-1.69872308316625,1.9965837864089706,0.971000968083205,-0.6268224976566314,-1.8474754390917623,1.409954802180179,2.0075064371749836,1.2642311021882475,-0.6211280442828295,-1.2960335096122295,-0.49667113505707045,1.2541916071593973,-1.8793010314266547,2.3397780901939242,0.3252626057538604,-0.013116605100269315,-1.2579801416641088,-0.4148146548516641,-0.39866123084342825,1.7658140351791212,-1.2107667861394666,-1.391807880221596,-0.4381343346945452,1.195335148361935,1
0.4245593440365438,1.3677085209218633,-0.7915776690456332,0.971000968083205,0.985170685761735,-1.8474754390917623,-0.6411097331742487,-0.6758887951799497,1.2642311021882475,1.7481522332304076,-1.2960335096122295,1.8732935829794035,1.2541916071593973,1.4489568876755932,-1.257910792676077,1.1020228795513234,-0.013116605100269315,0.27450144709722596,-0.4148146548516641,0.4230292767385031,0.002092196724146067,1.299093215620133,-1.391807880221596,0.3595918945657173,-0.39530025821914017,1
-1.0962771730575371,-1.017293837813336,1.0671966345907695,-1.6743714754343353,-0.9492211343403048,-0.7785517636254922,-0.6411097331742487,1.113041359723339,-1.2453767921870103,-1.410888136787242,-1.2960335096122295,-0.49667113505707045,-1.1342500905108708,0.6168924079000312,-0.3584885719585767,-1.2282579418410655,0.17117169655851402,-1.2579801416641088,-1.2168530815488035,-0.39866123084342825,0.002092196724146067,-1.2107667861394666,-0.5995769261184188,1.1573181238259798,0.40001744507139747,2
0.17108659118753047,-1.69872308316625,-1.2562712449547337,-1.6743714754343353,-1.271619771023978,-0.7785517636254922,-0.6411097331742487,-1.570353872631594,-1.2453767921870103,0.9583921407259952,-0.5346702701675539,0.2933171042884209,-1.1342500905108708,-0.21517207187553072,-1.257910792676077,-1.2282579418410655,-0.19740490675905265,-1.2579801416641088,-1.2168530815488035,-0.39866123084342825,-0.8797687225033415,-1.2107667861394666,-0.5995769261184188,0.3595918945657173,-1.1906179615096777,2
